entrez	symbol	duplicability	origin	essential_celllines_percentage	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	expressed_tissues_mRNA_GTEx	expressed_tissues_mRNA_protatlas	expressed_tissues_protein_protatlas	expressed_celllines_CLP	expressed_celllines_GNE	expressed_celllines_CCLE	germline_SNVs	germline_SVs	LOEUF_score
23239	PHLPP1	0	"Last Universal Common Ancestor"	0	55	3471.59	0.0989899	1	26	30	39	39	949	645	878	0.0302854	0.000582411	0.257
23241	PACS2	0	"Last Universal Common Ancestor"	0	19	1807.44	0.19883	0	52	30	40	40	940	672	1017	0.0490413	0.000737463	0.279
23244	PDS5A	0	"Last Universal Common Ancestor"	5.57342	128	23256.3	0.0711122	21	28	30	43	43	927	675	1019	0.0191972	0.000997258	0.196
23245	ASTN2	0	Metazoans	0.182149	7	146.895	0.0952381	0	43	22	41	41	945	203	248	0.0716953	0.00149365	0.246
23251	MINAR1	0	Vertebrates	0	8	194.755	0.0714286	0	1	4	3	3		71	189	0.0811499	0.000363901	0.692
23253	ANKRD12	0	Eukaryotes	0	24	2015.38	0.0724638	0	16	30	43	43	929	671	1008	0.0528613	0.000161655	0.197
23261	CAMTA1	0	"Last Universal Common Ancestor"	0	6	101.138	0.2	1	15	30	43	43	940	664	999	0.0601714	0.000996214	0.172
23265	EXOC7	0	"Last Universal Common Ancestor"	1.07212	109	17010.3	0.0912334	5	37	30	43	43	950	675	1019	0.0634921		0.652
23266	ADGRL2	0	Opisthokonts	0	21	591.347	0.0523809	0	8	29	36	36		394	584	0.0726117	0.000907647	0.113
23268	DNMBP	0	"Last Universal Common Ancestor"	0	50	2413.89	0.0726531	0	16	30	40	40	947	644	936	0.0798985	0.000422744	0.721
23269	MGA	0	"Last Universal Common Ancestor"	0	86	8046.28	0.110807	2	2	30	43	43		666	1003	0.034584		0.09
23270	TSPYL4	0	"Last Universal Common Ancestor"	0.0978474	32	2003.84	0.0302419	0	40	30	43	43	948	668	1015	0.0152979	0.00161031	1.278
23281	MTUS2	0	Metazoans	0.29383	360	188786	0.0154751	0	3	9	8	8	952	31	41	0.036036	0.00121743	0.344
23284	ADGRL3	0	Opisthokonts	0	22	1648.49	0.030303	3	1	17	28	28		116	113	0.0529169	0.00173498	0.185
23293	SMG6	0	"Last Universal Common Ancestor"	46.3235	26	1976.98	0.163077	2	4	30	42	42	937	675	1017	0.0638948	0.000939629	0.299
23305	ACSL6	0	"Last Universal Common Ancestor"	0.0890472	5	40.1537	0	0	40	4	19	19	952	31	48	0.078024	0.000923361	0.475
23309	SIN3B	0	"Last Universal Common Ancestor"	0.188857	84	6576.4	0.174986	19	17	30	43	43	943	675	1019	0.0424555		0.195
23310	NCAPD3	0	"Last Universal Common Ancestor"	44.7679	99	9177.29	0.0861678	7	6	30	42	42	922	675	1019	0.0714286	0.000222519	0.489
23312	DMXL2	0	"Last Universal Common Ancestor"	0	43	5532	0.0398671	0	4	29	38	38	946	630	973	0.058099	0.000218007	0.158
23314	SATB2	0	"Last Universal Common Ancestor"	0.80429	75	9841.75	0.0461261	1	77	26	25	25	960	510	686	0.0200091	0.000454752	0.091
23322	RPGRIP1L	0	Eukaryotes	0.0938967	175	22195	0.060821	2	3	21	35	35	949	635	776	0.0937896	0.000760456	0.956
23332	CLASP1	0	"Last Universal Common Ancestor"	0.13947	57	6537.07	0.183584	26	64	30	41	41	951	675	1019	0.0554833	0.000650195	0.176
23335	WDR7	0	"Last Universal Common Ancestor"	47.6643	17	565.696	0.220588	0	2	30	42	42	911	654	853	0.0568233	0.00178971	0.181
23345	SYNE1	0	Eukaryotes	0.101833	55	7469.25	0.111785	2	6	30	43	43	955	289	426	0.0766928	0.000113675	0.423
23350	U2SURP	0	"Last Universal Common Ancestor"	44.1176	138	5728.8	0.234106	9	43	30	43	43	945	675	1019	0.0191124	0.000971817	0.077
23365	ARHGEF12	0	"Last Universal Common Ancestor"	0.178571	57	8837.79	0.100251	2	9	30	37	37	945	667	987	0.0403713		0.179
23367	LARP1	0	Eukaryotes	1.74927	222	18335.2	0.22013	1	130	30	43	43	942	675	1019	0.0471411		0.165
23370	ARHGEF18	0	"Last Universal Common Ancestor"	0	14	394.431	0.120879	8	23	30	43	43	936	675	1019	0.0394318		0.455
23373	CRTC1	1	Metazoans	0.0918274	17	271.699	0.316177	1	26	30	37	37	947	589	955	0.0364103		0.418
23381	SMG5	0	"Last Universal Common Ancestor"	48.3691	29	978.915	0.172414	2	6	30	43	43	949	675	1019	0.0597113	0.000656168	0.412
23382	AHCYL2	1	"Last Universal Common Ancestor"	0	106	13920.1	0.0345014	0	85	30	39	39	963	667	1007	0.0436443	0.00163666	0.29
23385	NCSTN	0	"Last Universal Common Ancestor"	0.274977	160	33356.7	0.0663522	9	9	30	43	43	960	675	1019	0.0564175	0.000470146	0.234
23387	SIK3	0	"Last Universal Common Ancestor"	0.797872	30	1089.83	0.229885	3	25	30	39	39	918	674	1012	0.0253226	0.00219138	0.128
23394	ADNP	0	Vertebrates	1.23894	93	7683.99	0.138149	0	5	30	43	43	952	675	1019	0.0235935		0.123
23399	CTDNEP1	2	"Last Universal Common Ancestor"	3.2197	65	8036.08	0.0552885	1	80	30	43	43		675	1019	0.0300546	0.00136612	0.264
23405	DICER1	0	"Last Universal Common Ancestor"	9.72339	127	38036.3	0.0896138	12	76	30	43	43	931	675	1019	0.0345127		0.166
23409	SIRT4	0	"Last Universal Common Ancestor"	0.357462	10	36.1178	0.177778	0	7	29	40	40	952	188	272	0.101911	0.00106157	1.773
23414	ZFPM2	0	"Last Universal Common Ancestor"	0.0896057	23	316.134	0.237154	1	7	24	31	31	940	117	140	0.068636	0.00144802	0.145
23418	CRB1	0	"Last Universal Common Ancestor"	0	8	60.6734	0.0357143	4	8	2	3	3	952	19	20	0.0704125		0.829
23429	RYBP	0	Vertebrates	0	89	9899.79	0.13764	4	53	30	40	40	934	675	1018	0.00146199	0.00438596	0.724
23450	SF3B3	0	"Last Universal Common Ancestor"	86.1345	293	50393	0.139277	28	159	30	43	43	933	675	1019	0.0317721	0.000547795	0.178
23451	SF3B1	0	Eukaryotes	73.2105	278	21865.6	0.19266	23	35	30	43	43	945	675	1019	0.0117587	0.000255624	0.066
23462	HEY1	0	Metazoans	0.0891266	133	19713.3	0.0815676	4	4	29	36	36	955	312	442	0.0649351	0.0021645	0.804
23466	CBX6	0	"Last Universal Common Ancestor"	0.0896861	267	81335.5	0.0834953	4	160	30	43	43	951	668	1013	0.0275081		0.262
23469	PHF3	0	"Last Universal Common Ancestor"	0.447628	55	3598.28	0.145454	0	28	30	43	43	943	675	1018	0.0326958		0.286
23475	QPRT	0	"Last Universal Common Ancestor"	0	77	9981.29	0.031784	0	38	30	39	39	958	487	741	0.0639731	0.003367	1.097
23476	BRD4	0	Eukaryotes	45.0667	127	17780.2	0.110611	8	34	30	43	43	948	675	1019	0.0303475		0.048
23480	SEC61G	0	"Last Universal Common Ancestor"	35.9939	13	355.616	0.0897436	8	2	30	43	43	954	675	1019	0.0294118	0.00490196	0.929
23481	PES1	2	Eukaryotes	55.6432	154	8532.05	0.237077	5	3	30	43	43	931	675	1019	0.0833333		0.376
23483	TGDS	0	"Last Universal Common Ancestor"	0.187793	10	257.023	0.0222222	0	1	30	43	43	914	675	1019	0.107619		1.148
23484	LEPROTL1	0	"Last Universal Common Ancestor"	0.187617	77	17263.7	0.110731	0	31	30	43	43	888	675	1019	0.0493097		0.711
23499	MACF1	0	Eukaryotes	0.0890472	96	19965.4	0.106579	0	13	30	43	43	944	670	1015	0.0405157	0.000368324	0.084
23504	RIMBP2	0	"Last Universal Common Ancestor"	0	6	48.5625	0	0	9	13	23	23	948	84	115	0.0632235		0.363
23510	KCTD2	0	"Last Universal Common Ancestor"	0	34	3159.41	0.0819964	0	33	30	7	7	942	675	1019	0.0456274		0.697
23512	SUZ12	0	"Last Universal Common Ancestor"	2.54777	551	193972	0.0663191	33	55	30	42	42	936	675	1019	0.0166892		0.134
23517	MTREX	0	"Last Universal Common Ancestor"	59.2664	133	9329.65	0.185805	6	2	30	43	43		675	1019	0.0508637		0.328
23521	RPL13A	17	"Last Universal Common Ancestor"	32.2363	376	38074.7	0.232269	22	72	30	43	43	937	675	1019	0.044335	0.00164204	0.429
23522	KAT6B	0	Eukaryotes	0.0896861	14	328.188	0.186813	3	17	30	39	39	945	675	993	0.0585303	0.000160798	0.128
23523	CABIN1	0	Eukaryotes	2.78578	49	5682.45	0.165816	6	6	30	43	43	931	674	1017	0.0726727	0.000900901	0.586
23533	PIK3R5	0	Opisthokonts	0.266667	8	1314.28	0.0357143	4	0	25	36	36	949	40	105	0.0439394	0.000378788	0.391
23566	LPAR3	0	Metazoans	0	60	16105.6	0.0700565	5	11	10	20	20	945	201	267	0.0840416	0.00377715	0.593
23583	SMUG1	0	Eukaryotes	0.0911577	48	3116.08	0.134752	2	29	30	43	43	950	675	1018	0.0753086	0.0037037	1.08
23586	DDX58	0	"Last Universal Common Ancestor"	0.273723	70	5797.26	0.122981	20	2	30	43	43	938	583	893	0.0645045	0.00036036	1.075
23592	LEMD3	0	"Last Universal Common Ancestor"	0.405679	121	34091.7	0.0431129	4	6	30	42	42	953	675	1019	0.0420783	0.00146359	0.253
23598	PATZ1	0	"Last Universal Common Ancestor"	0.266904	138	27863.9	0.087697	0	32	30	42	42	938	674	1017	0.0213489		0.229
23608	MKRN1	5	"Last Universal Common Ancestor"	0.195503	63	3475.36	0.130056	3	11	30	43	43	949	675	1019	0.0408022	0.000691563	0.261
23619	ZIM2	0	"Last Universal Common Ancestor"	0	49	3270	0.0731293	1	0	2	6	6		64	7	0.0137395	0.000597372	0.843
23624	CBLC	0	Vertebrates	0	70	3460.93	0.150725	0	1	16	25	25	948	275	367	0.0668073	0.000703235	1.142
23644	EDC4	0	"Last Universal Common Ancestor"	1.62896	95	9066.07	0.127883	14	4	30	43	43	958	675	1019	0.0435403	0.000713776	0.36
23645	PPP1R15A	0	Metazoans	0.622222	36	2162.68	0.107937	2	40	30	43	43	960	675	1019	0.0563798	0.00098912	1.235
23654	PLXNB2	0	"Last Universal Common Ancestor"	0	95	31839.6	0.0488242	0	8	30	39	39	931	663	994	0.0391236		0.285
23742	NPAP1	0	Mammals	0	8	203.117	0.0714286	0	31	3	1	1	955			0.00980392	0.000576701	
23743	BHMT2	0	"Last Universal Common Ancestor"	0	6	993.817	0.0666667	0	66	28	32	32	952	80	142	0.104683	0.00275482	1.64
23762	OSBP2	0	"Last Universal Common Ancestor"	0	16	798.99	0.0916667	0	8	28	38	38		456	525	0.0673217	0.000363901	0.514
23768	FLRT2	0	Eukaryotes	0	2	5.83127	0	1	0	20	33	33	953	265	382	0.050505	0.000505051	0.413
23780	APOL2	0	Vertebrates	0	77	14395	0.0328093	0	18	30	43	43	954	660	999	0.0237389	0.00692384	1.834
25766	PRPF40B	0	Eukaryotes	0.468604	14	138.81	0.0659341	0	2	29	38	38	952	668	920	0.0657698	0.000373692	0.246
25771	TBC1D22A	0	"Last Universal Common Ancestor"	0.0911577	28	1112.5	0.037037	0	7	30	43	43	943	673	1019	0.0567376	0.00838169	0.436
25790	CFAP45	0	Eukaryotes	0.0979432	6	313.877	0.0666667	0	2	18	7	7		256	203	0.0961887	0.00120992	0.998
25791	NGEF	0	"Last Universal Common Ancestor"	0	31	2697.77	0.0258064	2	0	22	28	28	942	337	457	0.0483568	0.000938967	0.385
25792	CIZ1	0	Metazoans	0.0978474	32	942.056	0.0987903	0	6	30	43	43	937	675	1019	0.0300489	0.000349406	0.4
25799	ZNF324	1	"Last Universal Common Ancestor"	0.188501	41	2368.84	0.0817073	1	3	30	41	41	957	673	1009	0.0162749	0.000602773	0.61
25813	SAMM50	0	"Last Universal Common Ancestor"	11.6531	90	11679.3	0.12035	2	0	30	43	43	908	675	1019	0.090263	0.0021322	0.893
25816	TNFAIP8	0	Opisthokonts	0	32	3403.83	0.0887097	0	23	23	43	43	954	662	690	0.0555556	0.0047619	0.969
25820	ARIH1	0	"Last Universal Common Ancestor"	59.3707	213	59217.9	0.0364957	1	89	30	38	38	925	675	1019	0.0119689		0.166
25831	HECTD1	0	Eukaryotes	7.21562	169	42332.5	0.0508594	3	20	30	43	43	913	675	1019	0.0311622	0.000127714	0.158
25836	NIPBL	0	"Last Universal Common Ancestor"	8.30224	57	5003.21	0.175439	0	20	30	43	43	946	675	1018	0.0378031		0.032
25840	METTL7A	0	"Last Universal Common Ancestor"	0.107411	19	732.987	0.0877193	0	54	30	43	43	954	408	636	0.0778688	0.00136612	1.378
25865	PRKD2	0	"Last Universal Common Ancestor"	0.268097	192	199593	0.0226331	0	29	30	41	41	938	675	1019	0.0379651	0.00113895	0.189
25878	MXRA5	1	"Last Universal Common Ancestor"	0	8	93.701	0.25	0	0	25	34	34	955	154	224	0.0157944	0.000353607	0.398
25893	TRIM58	0	"Last Universal Common Ancestor"	0	5	10.1723	0.3	0	19	6	12	12		196	265	0.0363512	0.00342936	1.565
25896	INTS7	0	"Last Universal Common Ancestor"	45.5278	86	14258.7	0.0610123	7	73	30	42	42	943	675	1018	0.0488565	0.000693001	0.55
25901	CCDC28A	0	Metazoans	0	20	987.392	0.0631579	0	3	30	43	43	936	675	1019	0.0827251	0.00121655	1.647
25909	AHCTF1	1	Opisthokonts	40.0282	84	9437.37	0.139128	12	2	30	40	40	942	674	1019	0.0499634	0.000879121	0.129
25913	POT1	0	"Last Universal Common Ancestor"	6.01375	218	115149	0.0354289	17	25	30	41	41	950	673	1018	0.0478444	0.00105153	0.362
25914	RTTN	0	Metazoans	16.1525	10	87.0681	0.133333	0	52	28	33	33	920	650	959	0.0688829	0.000449236	0.739
25925	ZNF521	0	"Last Universal Common Ancestor"	0	23	1337.1	0.177866	1	1	27	38	38	954	145	234	0.0480549	0.000762776	0.098
25937	WWTR1	0	Eukaryotes	6.80448	52	3955.65	0.122172	20	48	29	36	36	965	518	771	0.0433333	0.00333333	0.356
25939	SAMHD1	0	"Last Universal Common Ancestor"	0.0979432	116	20616.3	0.112744	1	26	30	43	43	959	665	987	0.0766773	0.00106496	0.938
25942	SIN3A	0	"Last Universal Common Ancestor"	28.9262	247	61606.4	0.102367	72	44	30	43	43	938	675	1019	0.0340403		0.07
25949	SYF2	0	"Last Universal Common Ancestor"	46.25	54	1753.8	0.371069	4	16	30	43	43	936	675	1019	0.108368		0.833
25953	PNKD	0	"Last Universal Common Ancestor"	0.0971817	121	19016.7	0.0318182	0	36	30	43	43	945	675	1018	0.122944	0.0025974	1.138
25962	VIRMA	0	"Last Universal Common Ancestor"	43.6765	2791	7584980	0.0143464	2	3	30	43	43		675	1019	0.0504047	0.00128771	0.283
25974	MMACHC	0	Metazoans	0.293255	16	464.014	0.316667	2	21	29	40	40	942	669	990	0.193853	0.00118203	1.755
25978	CHMP2B	0	"Last Universal Common Ancestor"	0	39	1555.11	0.126856	5	18	30	43	43	922	674	1017	0.0923318	0.00312989	1.216
25981	DNAH1	0	Eukaryotes	0	6	75.2359	0.266667	0	0	30	32	32	943	107	286	0.0815944	0.000312622	0.478
25988	HINFP	0	Metazoans	58.8026	39	1280.35	0.0472335	0	43	30	43	43	924	675	1002	0.062963		0.514
25992	SNED1	0	"Last Universal Common Ancestor"	0	3	6.78264	0	0	16	29	37	37	947	184	283	0.0573248	0.000235905	0.332
26005	C2CD3	0	Eukaryotes	0.107411	27	1527.66	0.307692	2	1	30	42	42	952	673	1014	0.0600652		0.644
26018	LRIG1	0	"Last Universal Common Ancestor"	0	52	5941.23	0.081448	3	34	30	37	37		557	784	0.0771577	0.000304971	0.426
26036	ZNF451	0	"Last Universal Common Ancestor"	0	53	4196.7	0.138607	0	140	30	43	43	947	675	1017	0.0716305		0.778
26038	CHD5	0	"Last Universal Common Ancestor"	0	32	511.355	0.457661	0	15	7	4	4		94	152	0.052883		0.157
26040	SETBP1	0	"Last Universal Common Ancestor"	0.0896057	15	5978.1	0.0952381	0	42	29	39	39	946	263	384	0.0532582	0.000626566	0.11
26043	UBXN7	0	"Last Universal Common Ancestor"	0.214823	145	31049.7	0.0920498	1	55	30	43	43	951	675	1019	0.0190866	0.00136333	0.116
26047	CNTNAP2	0	"Last Universal Common Ancestor"	0.0911577	15	359.563	0.0571429	1	14	3	4	4	944	137	183	0.00876534	0.0052592	0.547
26050	SLITRK5	0	Vertebrates	0.183486	15	1815.51	0.0380952	1	18	5	6	6	950	228	322	0.0532359		0.377
26057	ANKRD17	0	"Last Universal Common Ancestor"	0.973451	90	17823.4	0.0484395	0	16	30	43	43	899	675	1019	0.0332949	0.000128057	0.062
26058	GIGYF2	0	"Last Universal Common Ancestor"	0.875486	150	14662.6	0.174497	0	13	30	43	43	935	675	1018	0.0530303	0.000505051	0.077
26083	TBC1D29P	0	-	0.246305	0	0	0	0	0	1	1	1		14	4		0.00181159	1.687
26093	CCDC9	0	Metazoans	0.107411	69	2971.02	0.141944	0	5	30	42	42	950	675	1019	0.0677966	0.000627746	0.733
26137	ZBTB20	0	"Last Universal Common Ancestor"	0	33	3397.05	0.125	0	114	5	41	41	957	64	10	0.0278902	0.000899685	0.317
26149	ZNF658	1	"Last Universal Common Ancestor"	0.65666	6	120.569	0.0666667	1	1	21	40	40			156	0.0248662	0.000944287	1.9
26155	NOC2L	2	"Last Universal Common Ancestor"	28.1411	176	12464.3	0.267208	2	34	30	43	43	934	675	1019	0.108144		1.327
26164	MTG2	0	"Last Universal Common Ancestor"	5.06667	63	5249.45	0.123912	0	15	30	43	43		675	1019	0.0985222		0.93
26191	PTPN22	0	"Last Universal Common Ancestor"	0	52	3949.19	0.081448	1	3	18	33	33	952	160	244	0.0648492		1.089
26227	PHGDH	0	"Last Universal Common Ancestor"	0.179051	186	35572.8	0.142575	0	17	28	41	41	917	645	955	0.100688		0.778
26245	OR2M4	5	Mammals	0	0	0	0	1	0	0	0	0	947	1	2	0.0257235	0.00321543	1.669
26268	FBXO9	0	"Last Universal Common Ancestor"	0	16	120.644	0.341667	7	21	30	43	43	929	675	1019	0.0536913	0.000745712	0.701
26271	FBXO5	0	Vertebrates	48.4169	41	1126.7	0.254878	6	5	29	40	40	930	674	1016	0.033557	0.000745712	0.32
26278	SACS	0	"Last Universal Common Ancestor"	0.0890472	30	2323.2	0.091954	1	25	27	34	34	918	617	916	0.082114	0.000218388	0.536
26503	SLC17A5	0	"Last Universal Common Ancestor"	0	6	173.393	0.266667	0	16	30	43	43	951	674	1019	0.0936027	0.0013468	1.044
26524	LATS2	0	"Last Universal Common Ancestor"	0	215	37876.8	0.0952402	5	42	30	37	37	947	577	880	0.0508578	0.000919118	0.297
26528	DAZAP1	0	"Last Universal Common Ancestor"	1.59325	94	27885.4	0.196065	1	44	30	43	43	936	675	1019	0.013923		0.119
26538	OR10H2	4	Vertebrates	0	71	4689.16	0.0225352	1	1	0	0	0	943			0.0296296	0.0010582	1.742
26608	TBL2	0	"Last Universal Common Ancestor"	0	96	12503.4	0.0754386	0	40	30	42	42	945	675	1019	0.102908	0.000745712	0.858
26737	OR1L1	4	Mammals	0	0	0	0	1	0	0	0	0	946			0.0258064	0.00322581	1.839
26740	OR1J2	2	Mammals	0	0	0	0	1	1	0	0	0	946			0.0330138	0.00212992	1.889
26762	HAVCR1	1	Vertebrates	0	26	1065.93	0.0892308	0	51	2	4	4	951	100	150	0.042394	0.00249377	1.263
26953	RANBP6	0	"Last Universal Common Ancestor"	0.0911577	86	8659.51	0.0522572	0	53	30	43	43	878	673	1019	0.0371041		0.597
26960	NBEA	0	"Last Universal Common Ancestor"	0	32	3259.09	0.0443548	4	11	28	32	32	964	323	478	0.0285132	0.000678887	0.074
26986	PABPC1	4	"Last Universal Common Ancestor"	31.3253	337	62258.4	0.16868	24	48	30	43	43		675	1019	0.0230608	0.000524109	0.27
27030	MLH3	0	"Last Universal Common Ancestor"	0	47	2783.57	0.0360777	1	4	30	43	43	953	637	951	0.070429		0.587
27044	SND1	0	"Last Universal Common Ancestor"	0	178	19849.4	0.211388	4	30	30	43	43	936	675	1019	0.0531135	0.0018315	0.301
27086	FOXP1	0	Metazoans	0	54	3755.05	0.126485	0	60	30	43	43	960	587	736	0.0649351	0.000481	0.175
27102	EIF2AK1	1	"Last Universal Common Ancestor"	0.178094	21	1470.51	0.252381	0	6	30	43	43		675	1019	0.0661376	0.0015873	0.71
27115	PDE7B	0	"Last Universal Common Ancestor"	0.266904	10	153.867	0.333333	0	29	28	34	34	955	93	135	0.0592593	0.00296296	0.416
27124	INPP5J	0	"Last Universal Common Ancestor"	0	17	120.006	0.0808823	0	3	25	26	26	944	328	365	0.0808482		1.175
27125	AFF4	0	Metazoans	0	69	7144.4	0.112106	8	59	30	43	43	945	675	1019	0.0596159	0.000286615	0.138
27127	SMC1B	0	"Last Universal Common Ancestor"	0.183486	8	40.6992	0.464286	5	0	1	1	1	945	89	116	0.0499325		0.36
27133	KCNH5	1	"Last Universal Common Ancestor"	0	7	327.888	0.333333	0	10	0	2	2	945	31	27	0.0546559	0.00202429	0.442
27154	BRPF3	0	Eukaryotes	0.0896057	16	237.288	0.216667	5	30	30	37	37	947	675	1018	0.055325		0.177
27156	RSPH14	0	"Last Universal Common Ancestor"	0.684262	49	4584.34	0.047619	0	0	5	17	17		32	19	0.0670498	0.00191571	1.127
27164	SALL3	0	"Last Universal Common Ancestor"	0	15	139.899	0.247619	0	46	5	2	2	946	32	40	0.0707692		0.439
27165	GLS2	0	"Last Universal Common Ancestor"	0	21	598.668	0.0809524	2	2	15	19	19	954	380	383	0.0747508	0.00055371	0.831
27179	IL36A	0	Mammals	0.0940734	19	955.59	0.0292398	1	0	1	2	2	955	7	9	0.0337553	0.00210971	1.298
27181	SIGLEC8	1	Vertebrates	0	1	0	0	1	16	8	21	21	943	5	12	0.0253841	0.000668003	1.058
27231	NMRK2	0	"Last Universal Common Ancestor"	0.376294	8	250.01	0.0357143	1	2	8	5	5	955	20	22	0.0652482	0.00141844	1.926
27253	PCDH17	0	"Last Universal Common Ancestor"	0	18	1146.73	0.0457516	0	26	24	23	23	952	60	100	0.0658614	0.000287604	0.401
27255	CNTN6	0	Metazoans	0.094518	1	0	0	2	0	3	5	5	955	11	23	0.120947	0.00421531	1.153
27284	SULT1B1	0	"Last Universal Common Ancestor"	0.448029	4	133.066	0	0	131	8	39	39	952	34	44	0.0698198		1.311
27304	MOCS3	1	"Last Universal Common Ancestor"	26.0592	36	2158.6	0.0396825	0	57	29	40	40	950	675	1018	0.0775362		1.36
27315	PGAP2	0	"Last Universal Common Ancestor"	0	41	3233.28	0.0219512	0	1	30	43	43	931	675	1019	0.078853	0.00358423	0.363
27316	RBMX	7	"Last Universal Common Ancestor"	30.6038	199	45099	0.17725	14	3	30	43	43	920	675	1019	0.0144928		0.432
27324	TOX3	0	Eukaryotes	0	4	45.7969	0	0	2	14	23	23	939	189	250	0.0451389		0.181
27327	TNRC6A	0	Eukaryotes	0	112	5742.84	0.0950772	56	184	30	41	41	935	675	1019	0.0562351	0.000339789	0.159
27328	PCDH11X	1	"Last Universal Common Ancestor"	0	5	27.4664	0.2	0	12	1	5	5	953	3	23	0.0188072	0.000742391	0.56
27332	ZNF638	0	Vertebrates	0.545951	186	33896.2	0.175182	0	47	30	43	43	935	675	1019	0.0448264	0.00016852	0.169
27340	UTP20	0	"Last Universal Common Ancestor"	77.0115	72	8599.58	0.105243	4	13	29	36	36	948	675	1019	0.0690604	0.000598444	0.463
27342	RABGEF1	0	"Last Universal Common Ancestor"	0.374883	130	26158.3	0.0985092	3	64	30	43	43		675	1003	0.0446541	0.00125786	0.654
27348	TOR1B	0	"Last Universal Common Ancestor"	0	47	2740.33	0.053654	2	67	30	43	43	947	675	1019	0.0753968	0.00496032	0.759
27434	POLM	0	"Last Universal Common Ancestor"	0.183655	12	132.88	0.0757576	2	64	30	43	43	945	674	1018	0.074263		1.104
27436	EML4	0	"Last Universal Common Ancestor"	0.0914913	40	2649.08	0.135897	3	31	30	42	42	950	675	1018	0.0665987	0.00169895	0.455
27439	TMEM121B	0	Metazoans	0	1	0	0	0	0	5	7	7		73	112	0.00807382	0.000576701	0.575
28513	CDH19	0	"Last Universal Common Ancestor"	0	25	583.268	0.0766667	0	1	22	28	28	948	73	73	0.0893782	0.00215889	1.119
28514	DLL1	0	"Last Universal Common Ancestor"	0.188679	29	1832.83	0.044335	20	3	29	34	34	954	218	340	0.0557861		0.095
28954	REM1	0	"Last Universal Common Ancestor"	0.0890472	10	849.177	0.155556	0	2	26	28	28	910	18	22	0.0995526		1.435
28974	C19orf53	1	Vertebrates	21.5941	11	77.4215	0.218182	0	35	30	43	43	945	675	1019	0.040404		1.611
28984	RGCC	0	Vertebrates	0.195695	10	68.5262	0.0666667	1	2	30	40	40	953	274	417	0.0900243	0.00243309	1.518
28996	HIPK2	0	"Last Universal Common Ancestor"	0.138504	82	9130.43	0.129178	7	13	30	40	40	950	609	951	0.00445186		0.156
29028	ATAD2	0	"Last Universal Common Ancestor"	0	29	782.023	0.157635	1	34	29	41	41	945	675	1019	0.0477218	0.000239808	0.273
29072	SETD2	0	"Last Universal Common Ancestor"	2.55507	77	12090.3	0.0755297	0	15	30	42	42	914	675	1019	0.0370515	0.000130005	0.206
29074	MRPL18	0	Mammals	17.1629	151	7579.35	0.293157	11	21	30	43	43	909	675	1019	0.087037	0.00185185	1.306
29086	BABAM1	0	Eukaryotes	0	78	10573.6	0.104229	6	3	30	43	43	935	675	1019	0.0587639	0.00101317	0.324
29100	TMEM208	0	"Last Universal Common Ancestor"	0.293255	49	4117.96	0.107993	0	1	30	43	43	953	675	1019	0.105973	0.00192678	1.081
29102	DROSHA	0	"Last Universal Common Ancestor"	4.23875	66	3814.71	0.136597	3	24	30	43	43	949	675	1019	0.0470645	0.000970403	0.347
29105	CFAP20	0	"Last Universal Common Ancestor"	11.4135	46	16486	0.115942	1	8	30	43	43		675	1019	0.0759931	0.00172712	1.008
29109	FHOD1	0	"Last Universal Common Ancestor"	0	52	3882.67	0.0980392	0	10	30	36	36	960	673	1015	0.0876751	0.000280112	0.876
29110	TBK1	0	"Last Universal Common Ancestor"	0.178094	215	53356.9	0.102978	22	18	30	43	43	942	675	1014	0.0452675	0.00137174	0.42
29117	BRD7	3	"Last Universal Common Ancestor"	0.458716	547	124254	0.067856	7	17	30	43	43		674	1018	0.0613497		0.258
29118	DDX25	0	"Last Universal Common Ancestor"	0	4	8.51267	0.333333	0	1	5	7	7	944	62	78	0.0869565		1.312
29119	CTNNA3	0	"Last Universal Common Ancestor"	0	110	26485.9	0.0270225	0	26	8	13	13	943	9	4	0.0998138	0.00558659	0.85
29126	CD274	0	Vertebrates	0	63	3489.26	0.0373784	2	46	28	36	36	960	270	422	0.037931		0.801
29761	USP25	0	Eukaryotes	0	69	15585.6	0.0660699	1	24	30	43	43	956	670	1011	0.064	0.00118519	0.33
29775	CARD10	0	"Last Universal Common Ancestor"	0.29098	113	27787.2	0.0461441	0	32	29	35	35	953	527	785	0.0516796	0.000645995	0.449
